site           roi   direction          sf
20.0          81.0       150.0      3.3571
20.0          82.0       180.0      3.1554
20.0          83.0       210.0      2.5799
20.0          84.0       330.0      2.8312
20.0          85.0       150.0      3.3571
20.0          86.0       180.0      3.3055
20.0          87.0       180.0      3.5716
20.0          88.0        30.0      2.5403
20.0          89.0       150.0      3.3055
20.0          90.0       150.0      1.8926
20.0          91.0       210.0       2.045
20.0          92.0       150.0      4.8686
20.0          93.0       150.0       2.077
20.0          94.0       120.0      1.9522
20.0          95.0       180.0      3.1554
20.0          96.0        60.0      2.5799
20.0          97.0       180.0      3.3055
20.0          98.0        60.0      2.4249
20.0          99.0        30.0      1.9522
20.0         100.0        90.0      2.5012
20.0         101.0       330.0      2.8312
20.0         102.0       210.0      1.7516
20.0         103.0       150.0      2.5403
20.0         104.0        60.0      2.6202
20.0         105.0       120.0      1.3461
20.0         106.0       240.0      1.9826
20.0         107.0       120.0      1.4101
20.0         108.0       150.0      1.8926
20.0         109.0       180.0      3.1554
20.0         110.0       150.0      1.9522
20.0         111.0       120.0      3.2046
20.0         112.0       180.0      3.1554
20.0         113.0       240.0       2.045
20.0         114.0       120.0      3.3571
20.0         115.0       330.0      2.6202
20.0         116.0        60.0      2.5403
20.0         117.0       120.0      1.8926
20.0         118.0       180.0      3.2547
20.0         119.0       270.0      3.4095
20.0         120.0        60.0      2.5012
20.0         121.0        60.0      2.4628
20.0         122.0       120.0      1.3461
20.0         123.0        60.0      2.4628
20.0         124.0       180.0      2.8754
20.0         125.0       270.0      2.0136
20.0         126.0        90.0      3.5716
20.0         127.0       240.0      2.8754
20.0         128.0       240.0      2.9202
20.0         129.0       120.0       1.305
20.0         130.0        60.0      1.3884
20.0         131.0         0.0      1.9222
20.0         132.0       270.0      1.9522
20.0         133.0       240.0      2.5799
20.0         134.0       270.0      1.9222
20.0         135.0        90.0      1.3671
20.0         136.0         0.0      3.1069
20.0         137.0       120.0      2.8312
20.0         138.0       270.0      1.9826
20.0         139.0       180.0      2.8312
20.0         140.0       150.0      2.5799
20.0         141.0        60.0      2.1423
20.0         142.0        60.0      1.5002
20.0         143.0       180.0      2.7876
20.0         144.0       120.0      1.5002
20.0         145.0         0.0      2.8312
20.0         146.0       270.0      2.0136
20.0         147.0       270.0      3.7999
20.0         148.0       150.0      1.0186
20.0         149.0        30.0      2.2792
20.0         150.0         0.0      3.3571
20.0         151.0       120.0      1.4101
20.0         152.0       330.0      1.2652
20.0         153.0         0.0      2.1094
20.0         154.0        90.0      1.3671
20.0         155.0         0.0      3.0591
20.0         156.0       270.0       2.045
20.0         157.0       240.0      2.9202
20.0         158.0       300.0      3.1069
20.0         159.0        60.0       1.285
20.0         160.0       240.0      2.7876
20.0         161.0       240.0      2.6611
20.0         162.0       300.0      3.6274
20.0         163.0       240.0      2.1757
20.0         164.0       270.0      2.3148
20.0         165.0       210.0      2.6202
20.0         166.0       270.0      2.1423
20.0         167.0       300.0      2.7876
20.0         168.0       270.0      1.9522
20.0         169.0       270.0      2.1094
20.0         170.0       270.0      1.9826
20.0         171.0       210.0      2.3876
21.0           0.0        30.0      2.7876
21.0           1.0       300.0      2.1423
21.0           2.0       330.0      2.0136
21.0           3.0       270.0      2.7026
21.0           4.0       330.0      1.9826
21.0           5.0       300.0      1.5474
21.0           6.0         0.0      3.1554
21.0           7.0       240.0      2.5012
21.0           8.0       120.0      2.3509
21.0           9.0       330.0      1.9522
21.0          10.0       330.0      1.9222
21.0          11.0       330.0      2.0136
21.0          12.0       330.0      1.8067
21.0          13.0         0.0      1.7516
21.0          14.0       330.0      2.1757
21.0          15.0       330.0      1.8926
21.0          16.0         0.0       3.684
21.0          17.0       330.0      1.9826
21.0          18.0       330.0      1.9222
21.0          19.0       180.0      2.7026
21.0          20.0       330.0      2.0136
21.0          21.0       180.0      2.5403
21.0          22.0         0.0      2.1423
21.0          23.0       330.0      3.0591
21.0          24.0       330.0      1.9222
21.0          25.0       330.0      1.9826
21.0          26.0       330.0      1.9222
21.0          27.0        30.0      2.4249
21.0          28.0       330.0      2.0136
21.0          29.0        30.0      2.6202
21.0          30.0         0.0       3.684
21.0          31.0       150.0      2.8312
21.0          32.0         0.0      3.1554
21.0          33.0       150.0      3.5168
21.0          34.0       330.0       2.045
21.0          35.0       180.0       2.045
21.0          36.0         0.0      1.8926
21.0          37.0         0.0      2.3876
21.0          38.0         0.0       2.077
21.0          39.0        30.0      2.7026
21.0          40.0       150.0      2.1757
21.0          41.0       330.0      3.1554
21.0          42.0        30.0      2.6202
21.0          43.0       180.0      2.9202
21.0          44.0       330.0      3.3055
21.0          45.0       330.0      2.9202
21.0          46.0       150.0      3.2046
21.0          47.0       330.0      3.6274
21.0          48.0       180.0      2.9202
21.0          49.0         0.0      3.9195
21.0          50.0       150.0      3.4627
21.0          51.0         0.0      2.7448
21.0          52.0        30.0      3.0591
21.0          53.0       330.0      3.4095
21.0          54.0         0.0      3.9195
21.0          55.0       180.0      2.7026
21.0          56.0        30.0      3.3571
21.0          57.0       330.0      3.4095
21.0          58.0       180.0      2.7448
21.0          59.0       180.0      2.6611
21.0          60.0       330.0      2.1094
21.0          61.0       180.0      2.6202
21.0          62.0       180.0        4.17
21.0          63.0        30.0      2.6611
21.0          64.0       150.0      3.7999
21.0          65.0       180.0      4.6476
21.0          66.0       150.0      3.6274
21.0          67.0       210.0       3.684
21.0          68.0       210.0      2.9202
21.0          69.0       210.0      3.4627
21.0          70.0       150.0       3.684
21.0          71.0       180.0      2.7448
21.0          72.0       150.0      3.7415
21.0          73.0       150.0      3.2046
21.0          74.0       150.0      3.5716
21.0          75.0       150.0      3.7415
21.0          76.0       150.0      3.5716
21.0          77.0       150.0      3.5716
21.0          78.0       210.0      3.5716
21.0          79.0       150.0      3.4627
21.0          80.0       210.0      3.5168
21.0          81.0       150.0      3.5716
21.0          82.0       120.0      2.5799
21.0          83.0       180.0      2.8754
21.0          84.0       150.0       3.684
21.0          85.0       150.0      3.6274
21.0          86.0       150.0      3.5168
21.0          87.0       150.0       3.684
21.0          88.0       150.0      3.5168
21.0          89.0       240.0      2.6202
21.0          90.0       240.0      2.6611
21.0          91.0       150.0      3.6274
21.0          92.0       120.0      2.6202
21.0          93.0       120.0      2.7026
21.0          94.0       180.0      2.7876
21.0          95.0        60.0      2.4249
21.0          96.0       120.0      2.5799
21.0          97.0       150.0      3.5716
21.0          98.0       150.0       3.684
21.0          99.0       240.0      2.5403
21.0         100.0       120.0      2.5012
21.0         101.0       240.0      2.8754
21.0         102.0       240.0      2.5012
21.0         103.0       330.0      2.2792
21.0         104.0       270.0      3.2046
21.0         105.0       180.0      3.5716
21.0         106.0        60.0      2.5012
21.0         107.0       120.0      2.7026
21.0         108.0         0.0      2.2442
21.0         109.0       120.0      2.7876
21.0         110.0       240.0      3.1069
21.0         111.0       240.0      2.8312
21.0         112.0       120.0      2.7026
21.0         113.0       120.0      2.6202
21.0         114.0        90.0      3.5716
21.0         115.0       240.0      2.6611
21.0         116.0        90.0      2.3509
21.0         117.0       270.0      2.8312
21.0         118.0       330.0      2.0136
21.0         119.0         0.0      2.7026
21.0         120.0       240.0      2.9658
21.0         121.0       240.0      2.7876
21.0         122.0       120.0      2.5799
21.0         123.0        90.0      1.7516
21.0         124.0       180.0      2.9658
21.0         125.0       240.0      2.4249
21.0         126.0         0.0      3.1069
21.0         127.0       120.0      2.7026
21.0         128.0       240.0      2.8312
21.0         129.0       120.0      2.7026
